"","MM13","MM14","MM15","MM16","MM17","MM18","MM19","MM20","MM21"
"nbis-gene-15",1702.72445068227,1578.35549701767,1882.98989319712,7021.73980344368,6202.91882956542,7756.08814570954,12532.182435014,10759.1094529134,10029.9752564751
"nbis-gene-16",6876.52181804316,7454.24567380007,7757.9700195028,3599.5182832601,3369.88603775139,3757.33375792735,2197.99046243921,2634.96076866592,3190.10031269084
"nbis-gene-17",1540.85187957425,1665.86185927532,1687.97516488932,718.642879670142,721.194420747179,609.857337357185,542.110367416496,605.09991937578,683.592924148037
"nbis-gene-18",11272.4558572147,13037.3676509303,13054.3634022198,9394.36448621429,10488.0426299691,10655.8381737048,8778.32385309227,9917.80412177503,9881.02499450344
"nbis-gene-19",667.614982461755,837.252231477544,962.158758869583,2786.31712994915,3204.94919713208,3622.2102710683,6106.4130065594,5325.44392495729,4623.37667457698
"nbis-gene-20",2729.08405019425,3595.32313078357,3227.42917908066,3742.14367933498,3935.84578497451,4254.58818956866,7175.85924500578,7350.59948716052,5950.11907425823
"nbis-gene-21",15751.5136491173,18076.0055962352,21135.2054884574,18736.7219219261,19722.3496675181,19073.130581778,21074.1143459205,21339.4179965244,20789.9054391689
"nbis-gene-22",4309.31033895694,3911.85849055508,3635.53947143339,6962.64088241817,7189.30581758286,6729.14964558076,7220.18273416562,7368.47957809076,7192.02887440597
"nbis-gene-23",5348.79474153173,5071.04770910399,4614.48757777318,9629.18419908896,9752.83396786207,9406.39633188143,10916.079830263,10322.4588112487,10229.2332228213
"nbis-gene-24",1137.48293211046,1284.50697190555,1095.1820503643,1943.17252331861,2131.24270525736,1760.20862215058,2890.11879316593,2582.2615532926,2314.15440122842
"nbis-gene-25",4169.31243962027,4522.24237543871,5012.26596399041,4810.65217147611,4565.40862759985,4571.67797206457,6688.30086424754,6290.02777777249,5576.26378096515
"nbis-gene-26",1887.34668043251,1671.26348657517,1672.47730568605,2527.0698630506,2396.43527252762,2730.39525779856,3778.86157580681,3253.23549188502,2859.64774474049
"nbis-gene-27",2141.96785985108,2066.66260492457,1871.36649879467,2890.33123095404,2695.0464153482,3004.24552449957,4606.23337345714,3868.68704285199,3400.2089603727
"nbis-gene-28",8121.62813526869,7443.44241920036,7152.26202230839,5832.66951241052,4892.04825314006,5615.73211386217,6546.23839899165,5841.14338968191,5778.48102403925
"nbis-gene-29",7767.25845257274,8340.11255097631,8265.52490840984,6072.21713896723,6043.37208177681,6316.57259903779,3594.74862083517,4256.40269881283,4962.70707271107
"nbis-gene-30",3947.0657744233,4335.34607086372,4595.1152537691,4292.94562329269,4693.69283697043,4405.02567160507,3692.48759693123,4599.88865615678,4748.65272272532
"nbis-gene-31",8211.75178296667,8278.53399975796,7367.94056288721,5099.05490608058,5514.06496580242,4404.12484835935,4142.5414868619,4631.88460834773,4445.82007090217
"nbis-gene-32",33926.7409305008,34789.7207874469,34267.0581866935,23142.3494879741,21519.4066172723,23631.2962051566,15782.5716400689,18503.070940539,20894.4665502218
"nbis-gene-33",1976.59534125964,2147.6870144224,2078.00462150491,1191.43424787418,1230.01918396492,1192.68997734256,1034.21474706292,1147.14899178705,1109.72877296759
"nbis-gene-34",148123.902406295,165447.522892723,193710.325158186,111265.144621912,117882.408225896,115477.432692991,125417.290326792,116444.562711851,111726.506436801
"nbis-gene-35",8585.37117682142,8716.06581104622,8135.084593449,10817.4665045085,9961.96956969309,11283.7119759765,20023.9886027489,15791.8845210653,14696.7546563948
"nbis-gene-36",4154.43766281574,4391.52299478221,4422.05582599927,4385.92792570615,4044.72566015458,4540.14915846412,8523.74791535371,6513.99944310909,5843.58511205335
"nbis-gene-37",8943.24080700078,8793.84924416414,8649.09692369074,39454.4396766272,39499.6782819094,45870.820495665,87546.8465887369,64120.8292480677,60308.0868637268
"nbis-gene-38",29576.3062086137,30523.5155460213,29372.3176549945,27243.8146071442,24824.6115410554,28742.5673014117,19317.0857756356,18647.9937828156,18941.3439097988
"nbis-gene-39",8951.99067570932,10821.6201325298,9101.1178171194,4113.28490337515,4625.77766730365,3506.00407236952,2850.34130289428,3304.05259242358,3459.39449493097
"nbis-gene-40",6514.27725350952,6678.57199354087,6617.58587979563,4109.34497530679,3733.17829454033,3999.65521102792,1586.55361197784,1724.01718864141,1913.66561738411
"nbis-gene-41",10876.9617915886,10597.9927623157,10461.0549622062,5477.28800064381,5092.55970644196,5507.63332437493,2299.13893770141,2634.96076866592,2838.93280764509
"nbis-gene-42",8834.74243501486,9276.75472477119,9289.6751040925,4204.69123456127,3820.49779839761,4359.083686073,2222.99345632425,2235.01136627912,2348.67929638741
"nbis-gene-43",3883.19173285094,3988.56159821302,3831.84568800813,2620.84015107773,2426.61979237952,2776.33724333064,1439.94514783375,1499.10446588743,1521.06823814758
"nbis-gene-44",1304.60542444361,1428.19025808169,1403.84774616273,758.042160353812,706.102160821229,688.228959735435,426.187395767685,479.939282864149,483.348532225884
"nbis-gene-45",15574.7663012048,14762.647410504,13525.7566196525,18993.6052319837,18242.2301762089,18367.7859803737,19282.9907839742,17974.1966719711,16424.9722654963
"nbis-gene-46",50967.9852272572,48057.1977613511,47689.4957449909,62381.6690920685,63810.0749669163,67508.5948580278,61971.0568437876,59462.5950320333,54720.9724014259
"nbis-gene-47",17159.3675243217,16697.5103093122,15993.790697773,20723.2336539968,20833.7868092077,21987.2937817048,22654.9854592881,19834.6671861327,18742.0859434527
"nbis-gene-48",45384.6940043365,43313.4886666183,43071.1337024169,52596.4637414722,52070.4527816595,56650.9722772801,56255.5997416124,53213.0327232082,48728.4370274009
"nbis-gene-49",14792.5280386611,15775.9926919569,14915.3979948789,11786.6888093267,12061.9497365324,13034.0115424241,12545.8204316786,13241.6189199636,12306.6454858166
"nbis-gene-50",45518.5669955772,43813.6793545849,45016.1150324271,34485.4023968027,36001.5080347874,34903.2974789387,36447.5460860525,36857.4548091319,35655.3388690547
"nbis-gene-51",14925.526043031,13832.487189469,13932.5754237383,11178.3639155709,10479.4184814399,11278.3070365021,11751.4071259676,11406.5569560713,10822.07499398
"nbis-gene-52",32785.7580509069,32941.2839254365,31667.2923053452,23497.7309997408,24526.0003982348,23593.4616288361,22195.8395715811,22059.3269208206,21395.5707428152
"nbis-gene-53",33929.3658911133,33699.6723983361,33328.1462166288,24154.1230159308,24181.0344570702,24815.8787732876,22766.3624320487,23179.1852475036,22453.0189602563
"nbis-gene-54",86866.0715777925,86767.4196430328,83769.8034584668,61956.9448462985,62832.312127428,65526.7837174283,55956.700314714,57823.2730109561,55435.1445184291
"nbis-gene-55",71149.5574035093,68075.6285346141,69075.2499572344,50608.3760381742,51621.9970581456,53764.7345979708,46991.990507206,49817.6975612986,47399.7217765677
"nbis-gene-56",120406.068311376,120098.701059519,121939.73918785,88992.7312514329,92760.2635605867,97698.7851153227,84347.5998711742,85712.4506324501,82628.9247968029
"nbis-gene-57",24368.3843532895,25044.1048130483,23456.0099041468,19016.4568147802,19156.389920295,19404.6335362055,19171.6138112136,18680.930792424,18374.1492036154
"nbis-gene-58",2744.83381386963,2403.72414843553,2208.44493646575,4481.27418496063,4698.00491123499,3243.86450786296,3165.15172590134,3845.16060741747,4187.37656999771
"nbis-gene-59",26715.9741277913,25126.2095480061,24469.8281936939,35308.8473630914,32841.8356174332,37420.1976274999,17580.5142003475,19955.1225355574,22663.1276079382
"nbis-gene-60",3511.32231273791,3986.40094729308,3332.03972870272,4862.65922197856,4260.32937338244,4576.1820882932,2925.35028454939,3008.56056336605,3227.58448457774
"nbis-gene-61",1370.22943975768,1446.5557909012,1328.94142668027,1779.27151567454,1867.12815655323,1678.23370678942,1050.12574317158,1369.2385422889,1429.33065958226
"nbis-gene-62",494.367582032623,393.238467429453,470.10172916581,572.077555526889,551.945505863312,684.625666752527,487.558380758232,592.866172949831,590.868920006744
"nbis-gene-63",1862.84704804859,2597.10240577034,2318.22143915557,348.289641243643,288.908975725327,478.337143481042,288.670929399979,336.898555422285,403.448060572218
"nbis-gene-64",373.619393854744,348.945123570641,312.540160599247,440.483958043431,464.62600200603,463.023148303682,559.157863247203,637.095871566723,663.864412628613
"nbis-gene-65",860.112094049679,717.33610542076,742.605753489947,1199.31410401092,1058.61423194877,1364.74721727642,1143.31872037944,1461.4621691922,1435.24921303809
"nbis-gene-66",594.116085310002,504.511989806468,514.012330241737,829.748851198092,808.513924604461,833.261502297483,842.146294036947,916.589924528786,859.176676670909
"nbis-gene-67",314.120286636658,323.017312531336,290.584860061284,440.483958043431,446.299686381662,412.57704654297,530.745370196024,538.284842741751,522.805555264732
"nbis-gene-68",45423.1934266541,50836.8751698565,58494.0865862029,44971.1269579547,43899.0720503238,45087.1042718825,19267.0797878655,30285.1098061452,34421.3204735148
"nbis-gene-69",2295.09056225057,2479.3469306335,2204.57047166494,2138.59295550961,2006.1925515852,1910.64610418699,1569.50611614713,1490.634949131,1551.64743100269
"nbis-gene-70",6551.90168895625,5887.77375684208,5847.85887269996,6349.58807498027,6066.01047166573,6103.97831304621,4713.06434732958,4848.32781434528,5184.65282730459
"nbis-gene-71",377.994328209015,384.595863749685,453.312381695602,249.003453920795,283.518882894631,306.279903547183,245.483939962187,273.847708457779,271.267033392078
"nbis-gene-72",628.240573273316,673.042761561948,622.497344664616,423.148274542616,399.944888037673,414.378693034424,423.914396323591,404.654689473694,437.97295573121
"nbis-gene-73",15460.1430211229,16602.4416688347,16011.8715335102,23009.967904877,28369.1365865213,24548.3342693067,24347.2335454163,24069.4255643458,24945.7163907355
"nbis-gene-74",6722.52412877282,7107.46120114937,7322.73847354434,9068.92642776718,9519.98195757599,8927.15836515466,8582.84590090016,9474.56607818873,9699.52268852474
"nbis-gene-75",9976.6003014796,9485.25753854559,9221.22622594473,9857.70002705425,9523.21601327441,9957.70015826635,12020.7575600928,10619.832955141,10531.0794490685
"nbis-gene-76",15646.5152246148,15759.7878100573,15784.5695985289,14048.2075205694,13961.4184500698,14788.8152251003,23281.1968061361,18052.3044376137,16909.3072232982
"nbis-gene-77",79575.6809698353,83095.3934045913,84726.7962642686,63748.8241317918,57720.3480867955,63915.2109308227,13189.0792743573,19075.2338503065,23041.9150291111
"nbis-gene-78",405.993908076349,429.969533068468,410.693268886614,512.190648887711,618.782656963947,601.749928145642,1505.86213171249,1277.01491538559,1229.08626766011
"nbis-gene-79",1569.72644631244,1494.09011113993,1594.98800966971,2193.75194846675,2370.56282694028,2543.92484593307,6784.90334062155,5434.60658537345,5598.95156921249
"nbis-gene-80",77.8738315060238,66.9801785182035,130.440314960843,115.045899596317,132.596283635132,120.710314927419,202.296950524395,184.447253806614,187.420859434527
"nbis-gene-81",303.620444186408,276.563317752582,346.118855539662,489.339066091182,481.874299064258,519.775012784484,631.893845458222,576.868196854359,571.140408487321
"nbis-gene-82",238.871415743197,234.430624813712,271.212536057198,300.222518809566,305.079254217416,289.16426187837,263.667935514941,298.315201309677,247.592819568769
"nbis-gene-83",691.239627974818,652.516577822499,681.905804943812,736.76654878463,728.740550710154,745.881647461963,646.668341844835,679.443455348854,717.131393731057
"nbis-gene-84",4368.80944617502,4140.88748806894,3742.73299758933,4317.37317731657,4192.41420371566,4432.05036897688,4002.7520210501,3605.1909659854,3620.18186381428
"nbis-gene-85",1406.1039014627,1421.70830532187,1290.1967786721,1341.9395000858,1416.51639590701,1260.25172077209,1410.39615506053,1203.61243682989,1153.13149831032
"nbis-gene-86",1665.10001523554,1806.30416907155,1602.73693927135,1758.78388971903,1701.11329736778,1705.25840416123,1886.58953859829,1605.44395405145,1694.67913951851
"nbis-gene-87",6425.02859268239,6411.73160492803,6268.88404772209,5865.7649081848,5831.00242424737,5671.58315509725,6464.41041900425,5713.15958091813,5565.41309962947
"nbis-gene-88",1055.23416625017,1014.42560691279,843.341838311192,661.907915485657,638.186991154454,499.056078132763,660.306338509401,647.447503157911,629.339517469621
"nbis-gene-89",3348.57475475903,3461.36277374716,3270.04829188964,2103.13360289431,1976.0080317333,1951.1831502447,1880.90703998805,1836.9440787271,2005.40319594943
"nbis-gene-90",10246.9712445735,10364.642462962,11802.9112715559,6090.34080808172,6033.66991468155,6742.66199426666,4524.40539346975,4697.75862756437,5067.26818376402
"nbis-gene-91",5256.04613322118,5303.31768299776,5329.97207765741,5217.25274813159,5882.74731542206,4997.76736729344,4555.09088596502,4988.54536953501,5490.44475585566
"nbis-gene-92",2386.96418369026,2747.26764470631,2878.72734700712,2341.10525822368,2605.57087435864,2365.56184327912,2018.42350635576,2313.11913192172,2606.13637171589
"nbis-gene-93",21815.1726641369,24300.8408965882,26271.4543260739,24297.5363976193,25103.8183496854,27463.3982924793,20284.2470390977,23760.7587314449,25069.0195877319
"nbis-gene-94",9179.48726213142,9413.95605818751,9371.03886490966,6909.84584630206,6733.30396410595,7148.93327808954,6768.99234451289,6668.33285955953,6686.97897950872
"nbis-gene-95",1078.85881176323,1165.67117130874,1220.45641225739,796.653455423809,771.861293355725,796.327749222676,1087.63023399913,983.405001162815,836.488888423571
"nbis-gene-96",123.373148790442,117.755475136842,113.650967490635,1048.02086618562,796.655720376928,1297.18547384689,6916.73730837902,5033.71612556928,3588.6162453832
"nbis-gene-97",61.249080959794,63.7392021382904,72.3233429485861,809.261225242583,578.895970016794,871.996901863744,4458.48840959101,3335.10748719714,2220.44397151115
"nbis-gene-98",119.873201307025,95.0686404774501,145.938174164111,1943.17252331861,1418.67243303929,2016.94324718277,10185.3105089867,7356.24583166481,5445.06917936098
"nbis-gene-99",154.872676141193,117.755475136842,148.521150697989,2404.14410731755,1944.74549331526,2879.93191658925,12309.4284894928,9703.24303061223,7053.92929377
"nbis-gene-100",121.623175048734,69.1408294381456,104.610549622062,2241.81907090083,1982.47614313014,2464.6524003091,12890.1798474589,8988.98045082029,6691.91110738857
"nbis-gene-101",79.6238052477322,76.7031076579427,91.6956669526717,2388.38439504408,1977.08605029944,2761.02324815328,12746.980882481,9769.11704982888,7370.57190365675
"nbis-gene-102",22.7496586422092,4.3213018398841,27.1212536057198,512.190648887711,398.866869471534,519.775012784484,1600.1916086424,1438.87679117507,1115.64732642342
"nbis-gene-103",362.244564533639,364.069680010235,375.82308567926,6481.9696580774,6175.96836541194,7648.89017946803,13639.133164288,12698.6287901349,11141.6768805946
"nbis-gene-104",495.242568903477,488.307107906903,489.474053169895,8604.80290131354,8434.41726147373,9982.92320914671,12686.7463972125,13212.4461400248,12228.7178653149
"nbis-gene-105",2262.71604802896,2258.96053679941,2226.5257722029,2995.92130318627,2863.21731166593,2910.55990694396,1516.09062921091,1911.28761470017,1956.08191715088
"nbis-gene-106",1728.9740568079,1783.61733441216,1904.94519373508,1838.37043670005,1722.67366869057,1805.24978443693,839.873294592852,954.232221224014,1059.42106859306
"nbis-gene-107",1497.97752290239,1534.06215315885,1495.54341311541,1480.62496809232,1431.60865583296,1406.18508657986,573.932359633816,705.793063035513,708.253563547316
"nbis-gene-108",7152.14268236224,7752.41550075207,7276.24489593454,6747.52080988533,5780.33555163882,7206.58596581607,2482.115392951,3011.38373561819,3367.65691636565
"nbis-gene-109",259.871100643698,332.740241671076,250.548723786173,321.498130378748,337.419811201595,350.420242587806,368.22590994328,389.597770795603,398.515932692362
"nbis-gene-110",5668.16494939351,5849.9623657431,6626.6262976642,3656.25324744458,3427.02102175677,4062.71283822881,4789.20982870674,4599.88865615678,4381.70240846404
"nbis-gene-111",4552.55668905441,4471.46707882007,4192.17091448412,4769.6769195651,4603.13927741473,4531.14092600685,6287.1164623649,5821.38118391691,5695.62127565767
"nbis-gene-112",127.748083144713,108.032545997102,103.319061355123,293.918633900179,201.589471868046,245.924746083473,234.118942741715,257.849732362307,209.122222105893
"nbis-gene-113",56.874146605523,33.4900892591018,54.2425072114396,121.349784505704,92.7095966879781,85.5782083440658,102.284974984245,108.221602998779,111.466090084745
"nbis-gene-114",99.7485032773789,96.1489659374212,111.067990956757,470.427411363021,446.299686381662,538.692300944751,348.905414668478,375.481909534893,474.470702042144
"nbis-gene-115",2344.0898270184,2086.10846320405,2305.30655648618,3248.07669956176,3359.10585209,3263.68261926895,5599.53413052636,5795.03157623025,6758.00162097864
"nbis-gene-116",18979.3402156985,16511.6943301971,17236.2024105684,25244.6951052548,23817.7422002813,27417.4563069472,26674.7849761689,26550.0529165612,26831.7620919924
"nbis-gene-117",5557.04161679503,5210.40969344025,5047.13614719776,6834.19922738941,6651.37455307936,6915.62005744625,7346.33420331285,6922.41836225231,6609.05135900699
"nbis-gene-118",59436.983150255,60027.20385783,59522.1112466864,63765.371829679,71254.8711846742,64053.036887419,48979.7285210665,55321.9423955583,63398.5581932445
"nbis-gene-119",101270.105445794,100770.598255177,106506.454397929,108713.647204837,120356.460835186,116857.493905445,97758.2965913307,111421.198217873,120857.847993566
"nbis-gene-120",4549.93172844184,5095.89519468332,4831.45760661894,4545.88900528185,5193.89345165905,4418.53802029098,4241.41696268001,4800.33388605887,5026.8247351492
"nbis-gene-121",57840.1321109461,56604.7328006418,61034.444007272,54326.880149099,64843.8947718439,56178.0400732734,51799.3843314655,61627.9681494262,62456.521768192
"nbis-gene-122",57239.0161306692,49142.9248486219,53977.7521167171,34827.388153137,41876.7092202465,31830.5893877639,12340.1139819881,23488.7931378219,25269.263979654
"nbis-gene-123",1319.48020124813,1456.27872004094,1455.5072768403,1795.03122794801,1799.21298688646,1863.80329540918,3016.27026231317,2565.32251977974,2426.60691688913
"nbis-gene-124",2182.21725591038,2419.92903033509,2437.03835971396,1627.19029223557,1780.88667126209,1617.87854932571,2049.10899885103,1647.79153783358,1744.00041831707
"nbis-gene-125",4506.18238489913,5052.68217628448,5599.89312544767,4526.97735055369,4733.57952391758,4834.71835981686,6863.32182144281,6232.62327531227,6340.74360234283
"nbis-gene-126",6552.77667582711,6759.5964030387,6549.13700164786,5703.43987176808,6360.30954022176,5470.69957130012,5416.55767527677,5705.63112157909,5836.68013302155
"nbis-gene-127",1227.60657980844,1010.10430507291,895.001368988753,6579.6798741729,7120.31262934995,6808.42209120473,17123.6413120846,12341.9680289477,10091.1336421853
"nbis-gene-128",11783.4481897935,11550.8398180102,10340.9465533809,69702.8434287081,75192.873006781,71934.3394642846,162568.329740792,112710.446879685,97110.638677636
"nbis-gene-129",5675.16484436034,5134.78691124228,5119.45949014635,3886.34504663722,3365.57396348683,4176.21656719041,2391.19541518723,2776.11938127302,2947.43962100192
"nbis-gene-130",806.737894927573,736.781963700239,683.197293210751,594.141152709745,651.123213948126,497.254431641309,496.650378534609,577.80925427174,609.611005950197
"nbis-gene-131",6.9998949668336,18.3655328195074,28.4127418726588,8.66784175040741,14.0142413598107,22.5205811431752,62.5074847125939,46.1118134516535,31.5656184310782
"nbis-gene-132",32.3745142216054,23.7671601193625,36.1616714742931,16.5476978871414,42.0427240794319,36.9337530748074,89.7834780417257,56.463445042841,40.4434486148189
"nbis-gene-133",0,0,2.58297653387808,0,0,0,2.27299944409432,0,1.97285115194239
"nbis-gene-134",21.874671771355,12.9639055196523,23.2467888049027,14.1837410461212,10.7801856613928,18.0164649145402,47.7329883259808,39.5244115299887,22.6877882473374
"nbis-gene-135",39.374409188439,62.6588766783194,45.2020893428663,53.5830217297913,58.2130025715212,12.6115254401781,52.2789872141694,25.4085502692785,56.226257830358
"nbis-gene-136",52.499212251252,47.5343202387251,51.6595306775615,59.0989210255051,50.6668726085462,42.3386925491694,50.0059877700751,66.8150766340286,58.1991089823004
"nbis-gene-137",258.121126901989,237.671601193625,229.884911515149,232.455756033653,254.41238160887,263.040387752287,350.041914390526,278.552995544682,225.891456897403
"nbis-gene-138",105.873411373358,115.5948242169,118.816920558391,110.317985914276,105.64581948165,127.016077647508,84.1009794314899,79.0488230599775,99.6289831730905
"nbis-gene-139",40.2493960592932,35.6507401790438,23.2467888049027,39.3992806836701,26.950464153482,39.6362228119884,52.2789872141694,44.2296986168922,42.4162997667613
"nbis-gene-140",259.871100643698,284.125595972379,276.378489124954,236.39568410202,181.107119111399,295.470024598459,298.899426898403,287.022512301109,320.588312190638
"nbis-gene-141",312.37031289495,375.953260069916,337.078437671089,541.346116593627,679.151696667747,593.642518934099,5901.84305659091,4226.28886145665,3063.83783896652
"nbis-gene-142",971.235426648163,921.517617355284,1123.59479223696,2485.30662552591,2910.65012857606,2761.92407139901,17660.0691808908,12357.0249476258,9603.83940765553
"nbis-gene-143",430.493540460267,408.363023869047,405.527315818858,769.861944558913,733.052624974711,760.294819393595,3531.10463640053,2668.83883569162,2050.77877244411
"nbis-gene-144",94.4985820522537,77.7834331179138,73.6148312155252,290.766691445485,265.192567270263,233.313220643295,1401.30415728415,1028.57575719709,746.724161010193
"nbis-gene-145",448.868264748205,468.861249627425,418.442198488248,1213.49784505704,1266.67181521366,1254.84678129772,6154.14599488538,4243.2278949695,3640.89680090967
"nbis-gene-146",4682.92973281168,4045.81884759149,3871.88182428324,3430.88936193399,3636.15662358779,2338.53714590731,4843.761815365,4606.47605807845,4637.18663264058
"nbis-gene-147",742.863853355216,642.79364868276,839.467373510375,645.360217598516,739.520736371547,714.352833861518,1236.51169758731,1116.09409701349,1031.80115246587
"nbis-gene-148",1991.47011806416,2088.26911412399,2273.01934981271,2248.12295581021,2035.29905287096,2326.82644371286,4053.89450854222,3786.81504753987,3630.04611957399
"nbis-gene-149",2262.71604802896,2279.48672053886,2387.96180557028,990.497916387465,1070.47243617631,1110.7150619814,329.584919393677,377.364024369654,498.144915865452
"nbis-gene-150",1596.85103930892,1430.35090900164,1517.49871365337,732.03863510259,929.25200401206,498.155254887036,254.575937738564,319.018464492052,330.45256795035
"nbis-gene-151",986.985190323538,800.521165838529,778.76742496424,1705.20086798924,1760.40431850545,1771.91932434503,1202.4167059259,1346.65316427176,1410.58857363881
"nbis-gene-152",21.874671771355,24.8474855793336,16.7893474702075,21.2756115691818,33.4185755503177,17.1156416688132,14.7744963866131,8.46951675642616,14.7963836395679
"nbis-gene-153",918.736214396911,959.32900845427,915.665181259778,2236.30317160511,2228.26437620989,2268.27293274061,2529.84838127698,2228.42396435746,2350.65214753935
"nbis-gene-154",208.2468752633,225.788021133944,241.5083059176,159.9610795757,144.454487862664,143.230896070594,152.29096275432,198.563115067324,151.909538699564
"nbis-gene-155",256.371153160281,305.7321051718,259.589141654747,221.423957442226,223.149843190831,235.114867134749,177.293956639357,201.386287319466,181.502305978699
"nbis-gene-156",811.987816152698,771.352378419311,679.322828409934,668.211800395044,709.336216519647,646.791090431992,346.632415224384,490.290914455336,437.97295573121
"nbis-gene-157",1458.60311371395,1484.36718200019,1491.66894831459,1387.64266567886,1334.58698488043,1363.84639403069,740.997818774749,888.358202007366,820.706079208032
"nbis-gene-158",5137.92290565587,4550.33083739796,4542.1642348246,6252.66584449844,5897.83957534801,7381.34567548711,6883.77881643966,7167.09329077129,6512.38165256181
"nbis-gene-159",1605.60090801746,1502.7327148197,1405.13923442967,1720.96058026271,1788.43280122507,1505.27564360983,2353.69092435967,1902.81809794374,2046.83307014022
"nbis-gene-160",2997.70501954649,3062.72267901785,2651.42541202584,3189.76576414993,3502.48232138652,3105.137728021,4247.09946129024,3772.69918627916,3629.05969399802
"nbis-gene-161",5391.66909820358,5154.23276952176,5031.63828799449,5302.35519440832,5224.07797151095,5449.9806366484,7502.03466523331,6812.31464441877,6557.75722905649
"nbis-gene-162",115.498266952754,78.8637585778848,100.736084821245,78.0105757536667,62.5250768360783,66.6609201837987,82.9644797094428,68.6971914687899,81.873322805609
"nbis-gene-163",135.622964982401,84.2653858777399,82.6552490840984,97.7102160955017,97.0216709525353,90.0823245727009,80.6914802653484,88.4593972337843,89.7647274133785
"nbis-gene-164",3767.69346589819,3585.60020164383,3980.36683870611,2418.32784836367,2250.90276609882,2232.24000291153,3793.63607219342,3719.05891348846,3449.53023917126
"nbis-gene-165",185.497216621091,195.538908254755,196.306216574734,194.63244657733,188.653249074374,179.263825899675,231.845943297621,165.626105459,175.583752522872
"nbis-gene-166",46.3743041552726,35.6507401790438,51.6595306775615,25.2155396375488,24.7944270212035,40.5370460577154,52.2789872141694,38.583354112608,53.2669811024444
"nbis-gene-167",29.7495536090428,38.8917165589569,27.1212536057198,16.5476978871414,8.62414852911425,11.7107021944511,12.5014969425188,3.76422966952274,12.8235324876255
"nbis-gene-168",1295.85555573507,1413.0657016421,1535.57954939052,483.823166795468,697.478012292115,505.361840852852,609.163851017278,431.945354577734,575.086110791205
"nbis-gene-169",46.3743041552726,57.2572493784643,58.1169720122567,23.639568410202,44.1987612117105,33.3304600918993,43.1869894377921,25.4085502692785,30.579192855107
"nbis-gene-170",21.874671771355,20.5261837394495,21.9553005379636,11.819784205101,11.8582042275321,26.1238741260833,9.09199777637729,18.8211483476137,15.7828092155391
"nbis-gene-171",10.4998424502504,7.56227821979717,6.45744133469519,10.2438129777542,8.62414852911425,16.2148184230862,0,15.0569186780909,10.8506813356831
"nbis-gene-172",14.8747768045214,7.56227821979717,11.6233944024513,9.45582736408081,19.4043341905071,1.80164649145402,11.3649972204716,6.58740192166479,10.8506813356831
"nbis-gene-173",95.3735689231079,83.1850604177689,80.0722725502203,111.893957141623,86.2414852911425,86.4790315897928,109.103973316527,99.7520862423525,64.1176624381275
"nbis-gene-174",41.9993698010016,60.4982257583774,41.3276245420492,54.3710073434647,51.7448911746855,42.3386925491694,52.2789872141694,69.6382488861706,57.2126834063292
"nbis-gene-175",87.4986870854201,74.5424567380007,90.4041786857326,78.0105757536667,101.333745217092,94.5864408013359,94.3294769299144,74.343535973074,105.547536628918
"nbis-gene-176",5.2499212251252,6.48195275982615,7.74892960163423,6.30388490938721,15.0922599259499,14.4131719316321,7.95549805433013,5.6463445042841,7.89140460776954
"nbis-gene-177",62.9990547015024,76.7031076579427,61.9914368130738,64.6148203212189,71.1492253651925,60.3551574637096,87.5104785976314,73.4024785556933,107.52038778086
"nbis-gene-178",155.747663012048,117.755475136842,135.606268028599,100.074172936522,118.582042275321,117.107021944511,170.474958307074,181.624081554472,163.746645611218
"nbis-gene-179",5.2499212251252,1.08032545997102,2.58297653387808,4.72791368204041,2.15603713227856,9.00823245727009,6.81899833228297,1.88211483476137,8.87783018374073
"nbis-gene-180",28.8745667381886,38.8917165589569,34.870183207354,34.6713670016297,32.3405569841784,44.1403390406234,40.9139899936978,51.7581579559376,45.3755764946749
"nbis-gene-181",74.373884022607,81.0244094978268,72.3233429485861,74.8586332989731,79.7733738943068,98.189733784244,115.92297164881,111.985832668301,125.276048148341
"nbis-gene-182",13.9997899336672,10.8032545997102,20.6638122710246,15.759712273468,12.9362227936714,24.3222276346292,38.6409905496035,20.703263182375,17.7556603674815
"nbis-gene-183",27.1245929964802,10.8032545997102,12.9148826693904,22.8515827965286,34.496594116457,20.7189346517212,14.7744963866131,9.41057417380684,12.8235324876255
"nbis-gene-184",20.9996849005008,14.0442309796233,11.6233944024513,22.8515827965286,18.3263156243678,18.0164649145402,20.4569949968489,15.9979760954716,23.6742138233086
"nbis-gene-185",45.4993172844184,45.373669318783,49.0765541436834,63.0388490938721,62.5250768360783,39.6362228119884,62.5074847125939,31.0548947735626,53.2669811024444
"nbis-gene-186",8.749868708542,12.9639055196523,10.3319061355123,16.5476978871414,9.70216709525353,13.5123486859051,13.6379966645659,15.0569186780909,18.7420859434527
"nbis-gene-187",55.9991597346688,59.4179002984063,56.8254837453177,93.7702880271348,65.7591325344961,68.4625666752527,85.2374791535371,87.5183398164036,67.0769391660411
"nbis-gene-188",82.2487658602949,81.0244094978268,64.5744133469519,74.0706476852997,64.6811139683568,71.1650364124337,80.6914802653484,104.457373329256,71.0226414699259
"nbis-gene-189",37.6244354467306,19.4458582794784,27.1212536057198,45.7031655930573,45.2767797778498,55.8510412350745,48.8694880480279,45.1707560342728,38.4705974628765
