Geneid,MM13,MM14,MM15,MM16,MM17,MM18,MM19,MM20,MM21
nbis-gene-1548,13061,10225,8487,16138,10911,14092,11056,12505,10834
nbis-gene-1549,2991,2528,1972,4051,2981,3812,3426,4116,3661
nbis-gene-1550,41914,38472,28680,25819,18901,21752,20191,25103,24111
nbis-gene-1551,33192,27033,21822,25008,17688,24237,11528,14785,13269
nbis-gene-1552,14122,10976,8551,17113,12122,15193,8957,9903,9206
nbis-gene-1553,10116,8890,6228,24097,18595,21279,16429,19080,18396
nbis-gene-1554,14860,11413,9840,35166,27521,32321,24314,28770,30287
nbis-gene-1555,13157,9372,7801,12641,9777,9541,7361,7613,7615
nbis-gene-1556,9297,7334,6086,8320,5367,6939,6700,7146,6229
nbis-gene-1557,19588,17487,14092,12281,9990,9888,11495,13276,11332
nbis-gene-1558,4690,3708,3174,3606,2460,3020,2028,2379,2297
nbis-gene-1559,4260,3268,2802,3240,2208,3032,1921,2150,1938
nbis-gene-1560,6655,5635,4292,5495,3791,4725,3852,3769,3421
nbis-gene-1561,25514,20186,16939,20483,14409,18164,10686,12736,12258
nbis-gene-1562,2444,1959,1603,1760,1275,1590,459,784,690
nbis-gene-1563,556,378,361,475,289,479,150,248,235
nbis-gene-1564,1211,961,876,956,731,849,374,461,493
nbis-gene-1565,1226,1143,846,1041,869,738,542,568,644
nbis-gene-1566,4728,3420,2849,4007,2817,3389,1715,2349,2437
nbis-gene-1567,4281,3239,2344,3288,2288,2726,1232,1676,1626
nbis-gene-1568,6490,4535,3561,5945,3954,5020,4027,4595,4380
nbis-gene-1569,569,393,359,664,440,623,411,557,469
nbis-gene-1570,1206,1098,834,1942,1362,1682,1103,1400,1294
nbis-gene-1571,11967,10867,9105,12899,10058,11470,9494,10743,10514
nbis-gene-1572,8996,7312,6220,10626,7578,9413,7196,8955,8621
nbis-gene-1573,20752,16006,13354,25354,17674,22880,14888,17845,17150
nbis-gene-1574,1382,999,844,1484,1106,1357,760,842,863
nbis-gene-1575,3570,2805,2086,4735,3579,3666,4393,5764,5619
nbis-gene-1576,8614,6472,5466,11066,8847,9386,11894,16091,15601
nbis-gene-1577,23355,18243,14667,27154,22550,24521,45664,56887,54701
nbis-gene-1578,635,551,415,1384,803,1092,3242,2728,1914
nbis-gene-1579,806,647,551,2442,1470,2139,6579,5455,3748
nbis-gene-1580,647,398,368,614,462,651,505,444,393
nbis-gene-1581,2964,2294,2078,3704,2668,3584,2050,2948,2985
nbis-gene-1582,3957,3328,3044,5486,4213,5629,4772,6702,5904
nbis-gene-1583,1244,1065,976,1270,969,1056,1194,1243,1136
nbis-gene-1584,818,671,529,804,534,590,575,711,706
nbis-gene-1585,1824,1865,1348,2368,1720,2074,1506,1838,1664
nbis-gene-1586,29207,27945,20607,2308,1179,2159,1753,1774,1465
nbis-gene-1587,376,334,291,810,501,760,1485,1414,1289
nbis-gene-1588,48,32,15,136,81,108,246,238,200
nbis-gene-1589,129,106,94,482,291,376,652,633,536
nbis-gene-1590,9438,7448,6623,17291,12034,15547,8367,13958,14802
nbis-gene-1591,3181,2402,2038,6715,4700,6050,2428,4040,4617
nbis-gene-1592,3669,3220,2337,1676,1249,1554,4390,3773,3259
nbis-gene-1593,3688,3162,2362,7964,5697,7296,7061,7030,5810
nbis-gene-1594,3820,2921,2419,9532,6500,9367,6037,7296,6342
nbis-gene-1595,2508,2256,1827,6463,4804,5581,8219,7262,5965
nbis-gene-1596,8707,6966,5430,47409,34026,46099,61526,50647,36427
nbis-gene-1597,3209,2701,2013,18627,14889,17532,19046,15841,11902
nbis-gene-1598,1770,1205,1104,3003,1832,2557,670,839,813
nbis-gene-1599,1573,1266,1295,1982,1597,1971,1868,2203,1678
nbis-gene-1600,2811,2329,1989,2060,1575,1532,1477,1567,1583
nbis-gene-1601,1628,1188,1123,1227,872,1013,1027,1230,1199
nbis-gene-1602,11202,8631,7639,9564,7948,7393,8069,8893,8745
nbis-gene-1603,13791,10130,9420,13695,11186,12555,12052,13554,12636
nbis-gene-1604,135,75,56,190,101,120,330,303,207
nbis-gene-1605,56,22,32,110,77,88,218,183,127
nbis-gene-1606,12,12,30,60,20,56,72,38,48
nbis-gene-1607,2,0,3,6,6,1,6,3,0
nbis-gene-1608,78,77,43,53,20,33,26,51,46
nbis-gene-1609,187,199,176,124,96,118,101,108,89
nbis-gene-1610,215,181,191,133,106,135,97,146,121
nbis-gene-1611,690,543,427,614,508,608,300,384,358
nbis-gene-1612,128,80,81,71,75,51,78,85,79
nbis-gene-1613,155,106,89,98,75,96,151,149,124
nbis-gene-1614,84,66,77,48,55,37,77,78,55
nbis-gene-1615,1016,694,654,662,564,560,687,709,611
nbis-gene-1616,0,0,1,0,0,0,0,0,0
nbis-gene-1617,153,70,34,89,47,35,63,54,92
nbis-gene-1618,7,0,4,1,7,4,4,2,1
nbis-gene-1619,8,2,1,2,2,4,2,0,4
nbis-gene-1620,327,247,243,262,242,271,360,334,309
nbis-gene-1621,620,504,440,760,528,747,1257,1193,1066
nbis-gene-1622,367,282,200,392,294,351,592,516,428
nbis-gene-1623,172,146,129,411,321,365,636,579,533
nbis-gene-1624,2270,1681,1365,2615,2227,1639,3933,3979,3294
nbis-gene-1625,5171,4267,3967,5287,4231,5049,9282,9106,7655
nbis-gene-1626,3033,2296,2237,3046,2326,2992,5010,5300,4423
nbis-gene-1627,276,207,172,276,212,240,207,232,237
nbis-gene-1628,190,140,117,211,187,179,392,404,285
nbis-gene-1629,643,495,474,359,289,344,282,338,286
nbis-gene-1630,80,65,46,94,54,78,94,81,89
nbis-gene-1631,4686,3805,2991,2685,1988,2282,2569,2743,2344
nbis-gene-1632,4543,3795,3049,2869,1867,2548,1833,1835,1723
nbis-gene-1633,179,153,157,199,144,181,182,214,203
nbis-gene-1634,51,48,40,42,46,28,56,74,49
nbis-gene-1635,70,68,50,90,79,104,101,155,111
nbis-gene-1636,356,331,253,493,451,443,296,454,418
nbis-gene-1637,18,15,8,36,20,21,53,26,34
nbis-gene-1638,41,43,23,42,43,59,55,36,61
nbis-gene-1639,69,39,38,80,75,88,69,78,57
nbis-gene-1640,181,75,77,250,166,235,182,224,212
nbis-gene-1641,89,71,45,140,110,109,119,156,185
nbis-gene-1642,1131,930,908,1806,1233,1819,2003,2447,2052
nbis-gene-1643,1259,1059,780,2974,2113,2904,2593,2768,2488
nbis-gene-1644,519,415,324,1110,743,995,1107,1083,950
nbis-gene-1645,612,465,415,942,600,869,903,918,889
nbis-gene-1646,434,354,319,361,194,235,348,444,441
nbis-gene-1647,599,497,454,447,326,417,549,541,539
nbis-gene-1648,20,9,13,22,11,13,31,35,24
nbis-gene-1649,135,92,92,113,109,77,136,128,119
nbis-gene-1650,270,208,196,256,188,190,162,204,178
nbis-gene-1651,1188,1014,752,676,604,441,414,375,467
nbis-gene-1652,6996,5908,5594,4805,3719,4496,3676,3931,3608
nbis-gene-1653,132,92,81,285,193,180,168,139,163
nbis-gene-1654,3629,2626,2661,3019,2140,2648,1193,1596,1762
nbis-gene-1655,2035,1319,1345,1569,1207,1333,756,879,989
nbis-gene-1656,1624,1269,1056,1715,1355,1176,2468,2220,1897
nbis-gene-1657,57721,49041,39745,23620,16644,20445,17882,19973,18284
nbis-gene-1658,82463,66212,57152,33681,23186,32994,18461,22721,20688
nbis-gene-1659,34556,28900,25019,12473,8030,12073,5386,6836,6639
nbis-gene-1660,9934,8291,6627,3714,2625,3157,1467,1990,1935
nbis-gene-1661,5393,4781,3360,15363,12970,12759,22428,21998,20212
nbis-gene-1662,4976,3903,3511,6451,4815,6303,11228,11415,9585
nbis-gene-1663,23412,19365,16319,15796,11778,15174,12718,14271,13722
nbis-gene-1664,1283,889,863,2323,1571,2066,1015,1208,1242
nbis-gene-1665,5910,5218,4810,9357,6629,8364,10633,11599,10641
nbis-gene-1666,36681,29870,25605,31014,21824,29285,19513,24904,23253
nbis-gene-1667,43682,37098,30336,38687,28631,34047,23843,26527,24655
nbis-gene-1668,5245,3943,3080,3810,2947,3169,1743,2258,2302
nbis-gene-1669,8763,7194,6183,6485,4693,5952,3028,4440,4284
nbis-gene-1670,1922,1430,1271,1537,1248,1697,1164,1662,1497
nbis-gene-1671,2134,1906,1539,1750,1363,1448,875,1016,1093
nbis-gene-1672,17630,16890,12001,39671,32066,31581,30666,33691,33058
nbis-gene-1673,2060,1807,1321,3219,2496,2964,5018,5320,4542
nbis-gene-1674,14233,12156,9575,60834,56115,61262,79995,87226,77286
nbis-gene-1675,98,67,60,104,90,73,109,107,112
nbis-gene-1676,134,105,90,158,145,150,155,170,154
nbis-gene-1677,353,271,212,395,287,283,259,220,321
nbis-gene-1678,5568,4650,3413,2911,2176,2464,1125,1724,1687
nbis-gene-1679,85846,67731,53143,44012,30420,38634,17032,22682,23168
nbis-gene-1680,67664,56982,44424,36348,24072,35790,12583,18243,19115
nbis-gene-1681,225,214,193,315,209,265,110,207,190
nbis-gene-1682,11539,10129,8450,10237,7304,8595,8106,8644,8765
nbis-gene-1683,1460,1103,956,1625,1082,1431,1089,1599,1504
nbis-gene-1684,1803,1372,1151,2049,1283,1459,1621,1753,1738
nbis-gene-1685,748,553,469,917,629,822,671,767,773
nbis-gene-1686,127,69,64,306,238,355,372,457,444
nbis-gene-1687,46,66,56,250,158,252,287,362,321
nbis-gene-1688,374,265,224,846,589,872,1143,1262,965
nbis-gene-1689,1039,885,670,2125,1339,1959,2269,2389,1887
nbis-gene-1690,1271,1053,832,1532,1065,1470,1133,1335,1128
nbis-gene-1691,11964,10086,8034,18652,13258,18239,13710,18636,18443
nbis-gene-1692,4622,3460,3221,2181,1595,1866,1250,1764,1763
nbis-gene-1693,3638,3027,2528,2936,2268,2696,2983,3545,2808
nbis-gene-1694,2432,1850,1538,1683,1280,1422,2103,2048,1821
nbis-gene-1695,1582,1221,1061,1088,851,887,1074,979,925
nbis-gene-1696,169,130,156,130,64,118,104,113,137
nbis-gene-1697,2085,1769,1292,3765,2362,3970,1971,2554,2683
nbis-gene-1698,1043,884,677,1707,1138,1776,967,1293,1196
nbis-gene-1699,2948,2260,1838,3753,2392,3492,1349,2045,2142
nbis-gene-1700,458,367,325,524,299,479,462,416,392
nbis-gene-1701,198,171,128,219,195,247,235,224,191
nbis-gene-1702,124,74,85,147,121,127,151,123,146
nbis-gene-1703,410,364,318,480,304,455,440,435,407
nbis-gene-1704,116,75,55,103,66,80,87,103,88
nbis-gene-1705,2137,1575,1456,1912,1342,1747,1040,1088,1158
nbis-gene-1706,1051,803,654,1803,1127,1360,1440,1474,1208
nbis-gene-1707,3611,2656,2314,5810,4212,5631,4708,4556,4389
nbis-gene-1708,1942,1383,1142,3384,2371,3069,2618,2809,2426
nbis-gene-1709,1371,1081,792,977,697,807,1330,1810,1819
nbis-gene-1710,2988,2414,1904,5278,3814,5074,2975,4550,4849
nbis-gene-1711,1082,1000,809,761,551,564,399,504,549
nbis-gene-1712,1822,1633,1477,1162,811,910,967,1040,996
nbis-gene-1713,326,338,350,464,304,352,219,422,427
nbis-gene-1714,36,28,32,51,39,50,42,55,52
nbis-gene-1715,56,56,55,87,51,94,44,46,45
nbis-gene-1716,659,480,428,1143,746,1148,821,833,802
nbis-gene-1717,7226,5951,4636,15139,11570,12872,8999,9683,9032
nbis-gene-1718,1400,1092,921,1904,1246,1583,734,953,970
nbis-gene-1719,1171,836,751,1547,1031,1516,594,911,947
nbis-gene-1720,1015,807,634,1408,1068,1418,645,947,1008
nbis-gene-1721,409,280,238,557,412,541,308,352,423
nbis-gene-1722,899,791,567,1545,1044,1407,722,999,979
nbis-gene-1723,302,229,146,513,373,484,206,340,330
nbis-gene-1724,1141,900,702,1853,1255,1786,728,1038,1148
nbis-gene-1725,2979,2618,2301,2923,2169,2843,1656,2307,2292
nbis-gene-1726,3982,3059,2719,3465,2672,3143,4119,4049,3558
nbis-gene-1727,137,117,99,221,146,188,172,228,158
nbis-gene-1728,641,465,442,504,348,445,520,618,573
nbis-gene-1729,4096,3382,3336,6183,4731,6589,8834,8742,8344
nbis-gene-1730,212,208,163,314,254,305,501,703,691
nbis-gene-1731,122,73,71,156,87,97,101,147,143
nbis-gene-1732,213,192,114,226,133,197,157,225,224
nbis-gene-1733,65,72,52,80,69,91,83,116,96
nbis-gene-1734,42,37,20,42,37,40,39,53,72
nbis-gene-1735,24,34,28,65,30,24,43,52,42
nbis-gene-1736,1661,1405,1164,1685,1225,1472,1481,1559,1249
nbis-gene-1737,5859,4823,4140,12855,9681,12373,20058,18711,17076
nbis-gene-1738,4759,3733,3001,9990,8293,9044,12400,12687,12260
nbis-gene-1739,1770,1448,1409,555,425,511,415,421,437
nbis-gene-1740,7681,6062,4766,23148,16743,21631,16471,19912,21030
nbis-gene-1741,3875,4211,2778,8543,7341,8815,5639,6531,5715
nbis-gene-1742,5783,4950,4407,2832,2457,2471,1216,1651,1651
nbis-gene-1743,3998,3191,2613,916,806,748,445,627,547
nbis-gene-1744,276,242,240,120,102,87,93,100,109
nbis-gene-1745,300,226,190,153,97,109,71,94,96
nbis-gene-1746,4178,3664,2564,1406,1256,979,600,817,720
nbis-gene-1747,1414,1232,1162,549,468,452,550,690,598
nbis-gene-1748,1759,1334,1279,649,569,473,641,758,743
nbis-gene-1749,1219,999,925,402,377,347,447,545,578
nbis-gene-1750,881,689,645,339,305,221,254,385,351
nbis-gene-1751,3629,2676,2386,1029,807,829,884,941,863
nbis-gene-1752,92,60,60,16,19,12,10,17,30
nbis-gene-1753,398,298,296,59,57,48,38,70,67
nbis-gene-1754,4914,3435,3263,797,554,683,551,590,608
nbis-gene-1755,1156,826,662,265,197,185,129,162,190
nbis-gene-1756,135,105,77,11,18,22,15,9,17
nbis-gene-1757,633,430,379,180,114,156,84,108,92
nbis-gene-1758,10502,7839,7942,2716,2038,2276,1216,1350,1442
nbis-gene-1759,23245,19769,17507,16998,14886,15501,16915,19986,17518
nbis-gene-1760,2240,1806,1538,777,498,535,190,199,242
nbis-gene-1761,16106,13225,13819,3623,2873,2752,2310,2555,2893
nbis-gene-1762,2237,1820,1611,638,443,549,320,385,396
nbis-gene-1763,1597,1167,1123,439,323,305,230,295,315
nbis-gene-1764,1547,1273,1243,398,341,402,283,297,322
nbis-gene-1765,3264,3166,2257,1518,1021,1465,799,974,905
nbis-gene-1766,442,307,279,476,329,523,252,382,349
nbis-gene-1767,554,439,352,760,518,684,510,547,613
nbis-gene-1768,1743,1312,1097,289,294,203,114,166,154
nbis-gene-1769,1510,1297,997,3102,2386,3224,3586,3368,2956
nbis-gene-1770,2987,2321,1888,4570,3548,4355,2864,3927,3885
nbis-gene-1771,3012,2007,1743,4744,3659,4817,3094,4524,4540
nbis-gene-1772,6943,5059,4372,11496,8139,11441,7280,9861,10168
nbis-gene-1773,566,426,357,341,226,291,132,212,233
nbis-gene-1774,1139,910,706,719,512,601,749,722,650
nbis-gene-1775,322,298,232,223,163,223,258,286,250
nbis-gene-1776,2691,2183,1928,1289,905,1076,838,1046,1040
nbis-gene-1777,397,363,320,312,242,301,303,321,281
nbis-gene-1778,191,122,148,75,75,104,98,108,91
nbis-gene-1779,1184,1018,882,598,443,499,266,366,339
nbis-gene-1780,2553,2238,1884,2229,1412,1945,1339,1581,1515
nbis-gene-1781,934,730,688,1598,1119,1457,1218,1375,1297
nbis-gene-1782,63787,50682,42893,52181,38425,48535,47053,51975,45781
nbis-gene-1783,54354,42905,35141,46879,33357,43783,32198,37293,33694
nbis-gene-1784,17136,12825,10460,15151,10674,12696,9941,12200,11148
nbis-gene-1785,8346,6540,5484,7765,6070,6894,4782,6036,5900
nbis-gene-1786,10537,8162,6160,11617,7985,9969,5117,7279,7161
nbis-gene-1787,3648,2942,2314,5414,4441,4592,6018,5957,5274
nbis-gene-1788,1110,870,677,1518,1182,1229,1682,1572,1552
nbis-gene-1789,2346,1644,1390,3871,2901,3297,4737,5003,4679
nbis-gene-1790,295,228,198,452,263,422,346,416,402
nbis-gene-1791,4,4,4,11,9,10,5,9,8
nbis-gene-1792,214,180,183,297,232,260,261,320,244
nbis-gene-1793,241,150,148,338,190,261,232,273,251
nbis-gene-1794,55,36,55,61,48,63,44,46,60
nbis-gene-1795,36,25,29,39,22,32,29,35,47
nbis-gene-1796,269,175,178,298,188,211,246,304,326
nbis-gene-1797,1320,1034,821,1535,1000,1216,330,472,551
nbis-gene-1798,1049,763,653,1467,1110,1355,1268,1346,1059
nbis-gene-1799,21568,26167,15818,233989,204324,219385,128211,177020,192729
nbis-gene-1800,2695,2439,1995,18695,14784,18587,7431,11668,13479
nbis-gene-1801,30,30,35,143,212,109,67,93,141
nbis-gene-1802,78,70,56,404,282,336,135,158,148
nbis-gene-1803,2833,2077,1919,4629,3414,4126,1885,2392,2445
nbis-gene-1804,868,661,583,1157,806,1010,1066,846,720
nbis-gene-1805,225,113,131,259,125,234,2884,2063,1640
nbis-gene-1806,103,85,39,104,82,107,299,250,182
nbis-gene-1807,58,48,41,107,84,84,150,169,123
nbis-gene-1808,190,134,99,219,132,161,257,228,159
nbis-gene-1809,181,130,143,200,156,200,232,212,184
nbis-gene-1810,1405,1200,951,809,565,730,695,735,647
nbis-gene-1811,218,258,186,326,272,246,400,361,322
nbis-gene-1812,1701,1446,1227,2297,1799,1709,1554,1903,1892
nbis-gene-1813,460,480,277,52891,42521,52745,5334,14762,20327
nbis-gene-1814,1853,2138,1257,83065,70533,75217,8890,22649,30754
nbis-gene-1815,965,765,623,958,707,906,464,628,569
nbis-gene-1816,1682,1278,1042,1918,1438,1648,872,991,1044
nbis-gene-1817,1049,814,696,1128,732,1177,557,719,756
nbis-gene-1818,166,115,109,224,181,207,228,251,301
nbis-gene-1819,972,751,647,76,37,59,94,104,109
nbis-gene-1820,229,227,157,996,837,907,2160,2397,1987
nbis-gene-1821,434,387,323,1222,953,1116,1912,2131,1786
nbis-gene-1822,337,221,167,1506,1235,1470,3608,4123,3516
nbis-gene-1823,115,124,109,703,534,659,1956,2167,1789
nbis-gene-1824,222,163,148,896,785,778,2759,3083,2619
nbis-gene-1825,218,116,98,323,295,309,1204,1512,1459
nbis-gene-1826,187,94,75,213,143,157,700,851,890
nbis-gene-1827,459,352,288,2772,1748,2762,8002,8177,6925
nbis-gene-1828,687,503,432,434,326,297,378,323,368
nbis-gene-1829,1492,1221,1024,1517,1221,1264,1007,1172,1275
nbis-gene-1830,443,300,259,569,425,548,650,718,594
nbis-gene-1831,102,60,46,167,150,166,346,332,241
nbis-gene-1832,14,21,13,38,31,49,122,124,98
nbis-gene-1833,59,40,45,85,79,129,162,174,123
nbis-gene-1834,135,130,105,213,135,173,149,176,218
nbis-gene-1835,338,326,218,606,458,546,303,922,463
nbis-gene-1836,1026,689,562,1300,1190,890,2377,2339,2170
nbis-gene-1837,1238,999,868,1402,1143,1090,1784,1950,1758
nbis-gene-1838,3139,2568,2063,2866,2183,2021,2576,3130,2566
nbis-gene-1839,5578,4238,3733,4761,3519,4241,2467,2747,2843
nbis-gene-1840,133,96,79,145,113,156,136,171,137
nbis-gene-1841,355,286,282,665,602,711,826,1222,1180
nbis-gene-1842,326,233,218,737,554,608,719,1132,1156
nbis-gene-1843,117,109,96,326,234,263,347,649,603
nbis-gene-1844,265,224,198,506,359,401,898,1611,1842
nbis-gene-1845,17787,15135,12776,7028,5367,6035,8198,11616,11776
nbis-gene-1846,11606,8978,7188,19681,13300,19348,14657,20544,20549
nbis-gene-1847,2644,2250,1903,5413,4518,5020,5361,6127,5999
nbis-gene-1848,6138,5224,4304,4110,3143,3528,3902,4168,4496
nbis-gene-1849,190,149,127,182,174,248,92,130,146
nbis-gene-1850,187,177,109,188,107,162,75,118,86
nbis-gene-1851,311,290,245,335,205,260,114,137,161
nbis-gene-1852,306,228,204,280,182,231,106,128,170
nbis-gene-1853,1498,1392,955,4673,3934,4279,2700,2833,2601
nbis-gene-1854,1717,1269,1132,2082,1597,1675,1323,1701,1562
nbis-gene-1855,22900,17077,15031,25925,19653,24090,14329,18508,17528
nbis-gene-1856,1173,963,874,2325,1687,2210,2019,2312,2114
nbis-gene-1857,413,241,237,481,303,387,491,450,427
nbis-gene-1858,6920,5764,5060,9076,6358,7561,7286,9328,9023
nbis-gene-1859,286,233,184,1172,798,1137,672,1018,998
nbis-gene-1860,111,87,93,647,339,606,270,413,377
nbis-gene-1861,177,130,105,747,404,683,309,470,428
nbis-gene-1862,106,97,83,809,551,760,295,576,556
nbis-gene-1863,594,451,424,3142,2245,2818,2427,3238,3163
nbis-gene-1864,383,267,267,992,818,1068,992,1246,1165
nbis-gene-1865,1426,1341,1132,3727,3304,3810,4331,5105,4397
nbis-gene-1866,1727,1269,986,6227,4673,5259,38947,43279,41900
nbis-gene-1867,132,118,107,81,53,58,97,114,113
nbis-gene-1868,124,114,107,77,47,55,90,132,100
nbis-gene-1869,4732,3814,2983,12680,8117,10597,5844,6103,6050
nbis-gene-1870,5907,4489,4008,18118,12224,16659,8052,9244,8796
nbis-gene-1871,3072,2171,1958,10175,7068,8565,4449,4946,5154
nbis-gene-1872,1556,1253,926,5904,3700,4686,2435,2759,2855
nbis-gene-1873,2854,2255,1880,11145,7692,10169,4491,4993,5209
nbis-gene-1874,2481,1605,1330,9677,7198,5539,3325,4191,4278
nbis-gene-1875,1842,1297,1176,9112,5951,8053,2797,4065,4205
nbis-gene-1876,2673,1790,1514,11369,8294,8707,3806,5007,5035
nbis-gene-1877,2581,1885,1564,12484,9251,10179,4978,6498,6716
nbis-gene-1878,3361,2562,2355,17536,12492,15427,7036,8558,9359
nbis-gene-1879,2899,2146,1914,14489,10803,12692,6034,7780,8068
nbis-gene-1880,2148,1560,1239,10575,7809,9166,4470,5620,5873
nbis-gene-1881,5008,3577,3100,23343,17832,20894,9084,11428,12590
nbis-gene-1882,2504,1720,1420,10149,7899,9102,5824,6358,7213
nbis-gene-1883,3154,2339,2134,12094,9670,12807,9314,9367,9728
nbis-gene-1884,1725,1329,1139,6425,5627,6017,5062,5483,5481
nbis-gene-1885,874,832,673,4524,3661,4207,1643,2410,2917
nbis-gene-1886,4642,4071,3624,6995,5447,6578,4249,5975,6065
nbis-gene-1887,138,85,80,129,114,120,92,135,85
nbis-gene-1888,1114,837,726,951,684,825,1108,969,838
nbis-gene-1889,318,242,191,245,177,248,241,215,182
nbis-gene-1890,491,475,348,229,180,202,203,157,122
nbis-gene-1891,301,177,177,193,132,151,182,177,161
nbis-gene-1892,260,213,197,230,142,169,100,136,104
nbis-gene-1893,378,290,259,394,215,306,228,201,176
nbis-gene-1894,21184,16493,13703,41926,31723,39098,25076,29392,27985
nbis-gene-1895,5666,5006,3752,10573,7870,9030,6219,7384,6809
nbis-gene-1896,560,407,345,1197,996,1111,1750,1531,1499
nbis-gene-1897,91,59,47,311,193,226,633,537,389
nbis-gene-1898,1356,1039,894,1877,1268,1705,1078,1335,1298
nbis-gene-1899,8289,6111,5482,33375,26990,28261,26007,25082,25873
nbis-gene-1900,962,828,734,1332,962,1147,1665,1589,1501
nbis-gene-1901,1382,1070,997,1452,972,1311,825,1260,1388
nbis-gene-1902,190,159,119,200,112,184,115,123,137
nbis-gene-1903,84,70,50,77,73,66,50,62,70
nbis-gene-1904,22,20,11,46,24,50,38,33,17
nbis-gene-1905,160,109,127,134,62,98,89,123,75
nbis-gene-1906,1207,986,829,5021,3842,4751,18834,14667,11894
nbis-gene-1907,2028,1509,1339,1141,843,863,681,782,768
nbis-gene-1908,772,558,444,491,404,353,374,476,446
nbis-gene-1909,171,159,118,179,126,189,180,216,190
nbis-gene-1910,175,119,118,184,164,156,183,207,195
nbis-gene-1911,97,98,37,97,84,104,96,91,101
nbis-gene-1912,144,155,121,249,161,228,198,215,212
nbis-gene-1913,143,116,76,163,114,171,162,152,144
nbis-gene-1914,88,59,69,91,78,78,43,70,71
nbis-gene-1915,71,50,32,81,39,90,78,74,73
nbis-gene-1916,10,12,4,23,15,29,35,32,24
nbis-gene-1917,18,8,10,19,12,22,13,24,17
nbis-gene-1918,235,225,180,89,60,69,218,174,149
nbis-gene-1919,236,187,105,187,130,151,123,165,126
nbis-gene-1920,2150,2167,1657,5773,4768,5786,6230,7339,6298
nbis-gene-1921,4405,3443,3320,2595,2279,1782,2335,2594,2587
nbis-gene-1922,646,544,497,510,398,498,1023,723,568
nbis-gene-1923,15848,13270,11553,10786,8559,9591,12808,13429,12552
nbis-gene-1924,1039,976,753,2392,2040,2282,3380,3660,3282
nbis-gene-1925,223,158,110,144,85,124,111,103,82
nbis-gene-1926,136,85,83,80,69,76,56,80,45
nbis-gene-1927,748,615,501,7510,6001,6847,2126,3053,3211
nbis-gene-1928,42582,34444,26930,7599,5502,6659,11942,9258,7477
nbis-gene-1929,525,495,372,1736,1312,1697,1644,1662,1419
nbis-gene-1930,435,380,298,1034,737,984,721,792,743
nbis-gene-1931,5351,4312,3597,6453,4389,5825,5045,5285,5203
nbis-gene-1932,2681,2249,2045,1982,1660,1777,1054,1345,1339
nbis-gene-1933,1110,801,689,876,641,647,432,544,580
nbis-gene-1934,11182,7866,7318,7820,5771,6988,3524,4472,4774
nbis-gene-1935,5986,4551,4075,4195,3031,3689,1631,2122,2360
nbis-gene-1936,1955,1438,1228,1585,1182,1343,779,1005,1017
nbis-gene-1937,1109,737,633,922,660,787,498,608,577
nbis-gene-1938,816,507,425,601,420,541,371,390,394
nbis-gene-1939,800,565,574,538,411,464,180,210,257
nbis-gene-1940,714,461,398,297,210,253,113,147,190
nbis-gene-1941,149,118,122,99,51,82,45,34,42
nbis-gene-1942,1402,1117,965,1006,653,912,651,843,888
nbis-gene-1943,1304,990,864,945,641,840,558,898,837
nbis-gene-1944,820,651,500,601,429,472,253,351,383
nbis-gene-1945,4251,3338,2892,4759,3538,4080,4858,5166,5235
nbis-gene-1946,1074,696,676,953,652,670,415,580,615
nbis-gene-1947,629,424,355,483,408,434,284,420,395
nbis-gene-1948,3890,3629,2617,3082,2400,2999,1596,1941,2029
nbis-gene-1949,709,651,457,1667,1383,1458,1626,1747,1679
nbis-gene-1950,386,356,224,381,233,310,167,214,201
nbis-gene-1951,32,25,19,30,20,23,23,17,17
nbis-gene-1952,315,264,213,308,196,259,139,231,214
nbis-gene-1953,140,106,131,164,91,141,55,76,75
nbis-gene-1954,1359,1024,942,1120,811,970,453,598,687
nbis-gene-1955,1258,1114,1024,1274,908,1042,789,915,906
nbis-gene-1956,2760,1971,1874,2366,1860,1652,1872,2276,2142
nbis-gene-1957,2280,1647,1561,2206,1583,1527,1392,1790,1773
nbis-gene-1958,392,289,236,258,153,207,185,249,223
nbis-gene-1959,73,49,65,64,68,35,47,54,34
nbis-gene-1960,515,303,291,362,349,206,203,288,201
nbis-gene-1961,1108,751,676,413,330,321,240,362,280
nbis-gene-1962,1583,1216,1068,746,586,664,476,576,474
nbis-gene-1963,2166,1808,1678,1155,815,1001,1023,1129,1094
nbis-gene-1964,5382,4071,3650,1959,1354,1762,684,718,892
nbis-gene-1965,4972,4599,3700,6111,4619,5562,1750,3212,3453
nbis-gene-1966,11614,8931,7444,11224,7379,9782,7940,8951,8324
nbis-gene-1967,16351,12985,10643,15550,11688,14390,9157,10785,10388
nbis-gene-1968,25518,19778,16764,26902,19790,24296,14578,16826,16443
nbis-gene-1969,11877,9163,7750,13126,9859,11134,7337,9142,9332
nbis-gene-1970,4430,3993,3232,8171,5483,8010,1427,2594,3211
nbis-gene-1971,22529,17849,15046,22344,15705,19670,14700,16600,14754
nbis-gene-1972,14875,11362,9542,16799,11740,15368,12511,15454,14121
nbis-gene-1973,32841,25139,19954,42748,30021,36452,30883,36425,33656
nbis-gene-1974,9332,7500,6319,13817,10283,12136,9333,11785,11622
nbis-gene-1975,1571,1189,1054,2583,1859,2318,1862,2068,1990
nbis-gene-1976,496,479,356,981,611,990,1134,1251,1222
